Year,Country,Basin,"Agriculture, forestry, and fishing, value added (current US$)",Annual freshwater withdrawals (industry),Armed forces personnel (total),Electricity production from hydroelectric sources (% of total),Energy imports net percent of energy use,Energy use per capita kg oil equivalent,Food exports,GDP,Inflation,Military expenditure (current USD),Population density people per sq km land area,Population(total),Regulatory quality,Rural population,Rural population growth (annual %),Urban population growth (annual %),Annual freshwater withdrawals (agriculture),Employment in Services (% of total employment),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Food imports,GDP per capital index,Government effectiveness,Individuals using the Internet (% of population),Max temp,Mean SPEI,Mean temp,Min temp,Mortality rate infant (per 1000 live births),Political stability and absence of violence terrorism,Population in largest city,Rule of law estimate,Sum rain,Sum snow,Unemployment,voice and accountability,Conflict,is_missing__Population(total),is_missing__Population in largest city,is_missing__Rural population,is_missing__Rural population growth (annual %),is_missing__Urban population growth (annual %),is_missing__Employment in Services (% of total employment),is_missing__Employment in industry (% of total employment),is_missing__Employment in agriculture (% of total employment),is_missing__Unemployment,"is_missing__Agriculture, forestry, and fishing, value added (current US$)",is_missing__GDP,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (industry),is_missing__Annual freshwater withdrawals (agriculture),is_missing__Individuals using the Internet (% of population),is_missing__Armed forces personnel (total),is_missing__Military expenditure (current USD),is_missing__Food imports,is_missing__Food exports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources (% of total),is_missing__Mortality rate infant (per 1000 live births),is_missing__Population density people per sq km land area,is_missing__Energy imports net percent of energy use,is_missing__voice and accountability,is_missing__Political stability and absence of violence terrorism,is_missing__Government effectiveness,is_missing__Regulatory quality,is_missing__Rule of law estimate,is_missing__Mean SPEI,is_missing__Mean temp,is_missing__Min temp,is_missing__Sum snow,is_missing__Sum rain,is_missing__Max temp
2004,Bangladesh,Ganges Brahmaputra Meghna,0.09896092315832856,0.5493223467234012,-0.2903061020842833,-0.5931125206291052,0.07064610435356926,-0.9028043662854712,-0.5100157011691232,-0.029341584665951322,0.030916542833731294,-0.3871499790201872,1.2757494654635717,0.5497712880405758,-0.744064165,0.6756604827315404,-0.1503576129955171,0.9366033219681329,-0.3945980380793286,-0.404789165,0.744618907,-1.196479183,0.473162832,-0.392231287,-0.640046778,-0.26897952374995837,0.661346677,-0.595107249,0.765266996,0.893933257,0.30805792014573313,-0.611608231,0.6320595972244613,-0.753357001,0.8857983804907381,-0.19360412577035943,-0.31764111799514927,0.301844781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Bangladesh,Ganges Brahmaputra Meghna,0.1106581722080161,0.6364388671800913,-0.2882838113734832,-0.605453951208699,0.07268510047169528,-0.8937755233724272,-0.5061710249644829,-0.010052051437375474,-0.021415771328683525,-0.38658015901326115,1.279598375678738,0.5554276287957002,-0.614998936,0.6769193045943814,-0.21117440117099703,0.8451087525483085,-0.4571854594855411,-0.309426089,0.643013535,-1.128090839,0.222869041,-0.297429969,-0.618595284,-0.26670925198683854,0.700246318,-0.274952196,0.807175858,0.929925832,0.2647424356299894,-1.279489605,0.654068549351157,-0.518371029,0.8121833256027696,-0.19360412577035943,-0.3307057386550476,0.444965727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Bangladesh,Ganges Brahmaputra Meghna,0.1106581722080161,0.6364388671800913,-0.2882838113734832,-0.605453951208699,0.07268510047169528,-0.8937755233724272,-0.5061710249644829,-0.010052051437375474,-0.021415771328683525,-0.38658015901326115,1.279598375678738,0.5554276287957002,-0.614998936,0.6769193045943814,-0.21117440117099703,0.8451087525483085,-0.4571854594855411,-0.309426089,0.643013535,-1.128090839,0.222869041,-0.297429969,-0.618595284,-0.26670925198683854,0.700246318,-0.274952196,0.807175858,0.929925832,0.2647424356299894,-1.279489605,0.654068549351157,-0.518371029,0.8121833256027696,-0.19360412577035943,-0.3307057386550476,0.444965727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Bangladesh,Ganges Brahmaputra Meghna,0.1106581722080161,0.6364388671800913,-0.2882838113734832,-0.605453951208699,0.07268510047169528,-0.8937755233724272,-0.5061710249644829,-0.010052051437375474,-0.021415771328683525,-0.38658015901326115,1.279598375678738,0.5554276287957002,-0.614998936,0.6769193045943814,-0.21117440117099703,0.8451087525483085,-0.4571854594855411,-0.309426089,0.643013535,-1.128090839,0.222869041,-0.297429969,-0.618595284,-0.26670925198683854,0.700246318,-0.274952196,0.807175858,0.929925832,0.2647424356299894,-1.279489605,0.654068549351157,-0.518371029,0.8121833256027696,-0.19360412577035943,-0.3307057386550476,0.444965727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Bangladesh,Ganges Brahmaputra Meghna,0.1106581722080161,0.6364388671800913,-0.2882838113734832,-0.605453951208699,0.07268510047169528,-0.8937755233724272,-0.5061710249644829,-0.010052051437375474,-0.021415771328683525,-0.38658015901326115,1.279598375678738,0.5554276287957002,-0.614998936,0.6769193045943814,-0.21117440117099703,0.8451087525483085,-0.4571854594855411,-0.309426089,0.643013535,-1.128090839,0.222869041,-0.297429969,-0.618595284,-0.26670925198683854,0.700246318,-0.274952196,0.807175858,0.929925832,0.2647424356299894,-1.279489605,0.654068549351157,-0.518371029,0.8121833256027696,-0.19360412577035943,-0.3307057386550476,0.444965727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Bangladesh,Ganges Brahmaputra Meghna,0.1106581722080161,0.6364388671800913,-0.2882838113734832,-0.605453951208699,0.07268510047169528,-0.8937755233724272,-0.5061710249644829,-0.010052051437375474,-0.021415771328683525,-0.38658015901326115,1.279598375678738,0.5554276287957002,-0.614998936,0.6769193045943814,-0.21117440117099703,0.8451087525483085,-0.4571854594855411,-0.309426089,0.643013535,-1.128090839,0.222869041,-0.297429969,-0.618595284,-0.26670925198683854,0.700246318,-0.274952196,0.807175858,0.929925832,0.2647424356299894,-1.279489605,0.654068549351157,-0.518371029,0.8121833256027696,-0.19360412577035943,-0.3307057386550476,0.444965727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Bangladesh,Ganges Brahmaputra Meghna,0.1106581722080161,0.6364388671800913,-0.2882838113734832,-0.605453951208699,0.07268510047169528,-0.8937755233724272,-0.5061710249644829,-0.010052051437375474,-0.021415771328683525,-0.38658015901326115,1.279598375678738,0.5554276287957002,-0.614998936,0.6769193045943814,-0.21117440117099703,0.8451087525483085,-0.4571854594855411,-0.309426089,0.643013535,-1.128090839,0.222869041,-0.297429969,-0.618595284,-0.26670925198683854,0.700246318,-0.274952196,0.807175858,0.929925832,0.2647424356299894,-1.279489605,0.654068549351157,-0.518371029,0.8121833256027696,-0.19360412577035943,-0.3307057386550476,0.444965727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Bangladesh,Ganges Brahmaputra Meghna,0.1106581722080161,0.6364388671800913,-0.2882838113734832,-0.605453951208699,0.07268510047169528,-0.8937755233724272,-0.5061710249644829,-0.010052051437375474,-0.021415771328683525,-0.38658015901326115,1.279598375678738,0.5554276287957002,-0.614998936,0.6769193045943814,-0.21117440117099703,0.8451087525483085,-0.4571854594855411,-0.309426089,0.643013535,-1.128090839,0.222869041,-0.297429969,-0.618595284,-0.26670925198683854,0.700246318,-0.274952196,0.807175858,0.929925832,0.2647424356299894,-1.279489605,0.654068549351157,-0.518371029,0.8121833256027696,-0.19360412577035943,-0.3307057386550476,0.444965727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Bangladesh,Ganges Brahmaputra Meghna,0.11212179212461439,0.6145294537727596,-0.3677840099192407,-0.6236498703749676,0.041784970428913444,-0.8800998325997011,-0.5364400028513986,-0.0,-0.0499507108130063,-0.3761121041523014,1.283117011781418,0.5606190432883164,-0.510539556,0.677672977431503,-0.27371891444917185,0.7624582492174593,-0.4535233390496287,-0.309518041,0.642983236,-1.12778855,0.63248132,-0.261965843,-0.494990812,-0.2271999499007444,0.75218416,-1.078977929,0.845936202,0.960340423,0.2249359445297961,-0.806150609,0.6759884819442956,-0.40247362,0.8391494377252462,-0.19360412577035943,-0.4693844103962629,0.61127725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Bangladesh,Ganges Brahmaputra Meghna,0.15066775312270195,0.5657286855383745,-0.35272674826194134,-0.6311375171816325,0.037031978086481586,-0.870996557158289,-0.47588091893600115,0.03290703051598775,0.16216384292797412,-0.35328883242321146,1.2863538880581726,0.5654120843637578,-0.43875003,0.6779810172141045,-0.32908600924431664,0.6867985976267209,-0.3985956209596297,-0.34648785,0.635283194,-1.019004522,1.474755297,-0.258082561,-0.292975912,-0.1865410479866884,0.651217771,-0.249485283,0.767547023,0.902773534,0.18518094639302976,-0.85388256,0.6977895906020564,-0.271196321,1.0809795655378582,-0.19360412577035943,-0.378877013068772,0.440020255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Bangladesh,Ganges Brahmaputra Meghna,0.20739010725825205,-0.4565223105896258,-0.35272674826194134,-0.6032609265201089,0.0313653698954763,-0.8608204970338889,-0.6548057786016718,0.08080604454830619,0.1456625805321116,-0.3393872602838198,1.2893391383999864,0.5698471118155515,-0.385772682,0.6778798143002807,-0.3800400053769311,0.6145163255940367,0.01885361079237877,-0.385341183,0.625973492,-0.901180361,0.869759011,-0.255395092,-0.340510326,-0.15183211537065944,0.666842382,0.677024096,0.786547098,0.909403635,0.14769264429754922,-0.807787795,0.7195023659115839,-0.149103819,0.8861804468640375,-0.19360412577035943,-0.2816868550081594,0.624051161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Bangladesh,Ganges Brahmaputra Meghna,0.2452436488998317,-0.4565223105896258,-0.35282722070606315,-0.710852869848695,0.018725809071783325,-0.8493031341826345,-0.7811932349471203,0.11963459936818445,-0.19877701840927406,-0.29880744370841344,1.2921087229504051,0.5739741765291081,-0.319739625,0.6774145964762307,-0.42539219002604783,0.5474837148332081,0.01885361079237877,-0.423757462,0.614186514,-0.777263236,0.921657952,-0.254966982,-0.439633919,-0.12272057211806094,0.754985754,-0.989237594,0.850930557,0.963392337,0.11066158834751409,-0.858791597,0.7410381053166438,-0.201671283,0.8521558119510797,-0.19360412577035943,-0.18220838688178037,0.838465168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Bangladesh,Ganges Brahmaputra Meghna,0.2452436488998317,-0.4565223105896258,-0.35282722070606315,-0.710852869848695,0.018725809071783325,-0.8493031341826345,-0.7811932349471203,0.11963459936818445,-0.19877701840927406,-0.29880744370841344,1.2921087229504051,0.5739741765291081,-0.319739625,0.6774145964762307,-0.42539219002604783,0.5474837148332081,0.01885361079237877,-0.423757462,0.614186514,-0.777263236,0.921657952,-0.254966982,-0.439633919,-0.12272057211806094,0.754985754,-0.989237594,0.850930557,0.963392337,0.11066158834751409,-0.858791597,0.7410381053166438,-0.201671283,0.8521558119510797,-0.19360412577035943,-0.18220838688178037,0.838465168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Bangladesh,Ganges Brahmaputra Meghna,0.29696172451520214,-0.4565223105896258,-0.35282722070606315,-0.6668429042338084,0.01396239245120033,-0.836796521967897,-0.7428708667537266,0.16541988424148885,0.07997126598747951,-0.23686202288111996,1.294699009935657,0.577845114535743,-0.307746367,0.6766153585467127,-0.4669920094634414,0.4931636709538555,0.01885361079237877,-0.464310216,0.601431354,-0.645554708,0.738366139,-0.250377382,-0.364064038,-0.09419412250644509,0.754339317,-0.364692617,0.85538198,0.985282543,0.07665730522024904,-0.698268162,0.7624868437443416,-0.228514839,0.9295411926735861,-0.19360412577035943,-0.5155811271772499,0.867813584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Bangladesh,Ganges Brahmaputra Meghna,0.29696172451520214,-0.4565223105896258,-0.35282722070606315,-0.6668429042338084,0.01396239245120033,-0.836796521967897,-0.7428708667537266,0.16541988424148885,0.07997126598747951,-0.23686202288111996,1.294699009935657,0.577845114535743,-0.307746367,0.6766153585467127,-0.4669920094634414,0.4931636709538555,0.01885361079237877,-0.464310216,0.601431354,-0.645554708,0.738366139,-0.250377382,-0.364064038,-0.09419412250644509,0.754339317,-0.364692617,0.85538198,0.985282543,0.07665730522024904,-0.698268162,0.7624868437443416,-0.228514839,0.9295411926735861,-0.19360412577035943,-0.5155811271772499,0.867813584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Bangladesh,Ganges Brahmaputra Meghna,0.29696172451520214,-0.4565223105896258,-0.35282722070606315,-0.6668429042338084,0.01396239245120033,-0.836796521967897,-0.7428708667537266,0.16541988424148885,0.07997126598747951,-0.23686202288111996,1.294699009935657,0.577845114535743,-0.307746367,0.6766153585467127,-0.4669920094634414,0.4931636709538555,0.01885361079237877,-0.464310216,0.601431354,-0.645554708,0.738366139,-0.250377382,-0.364064038,-0.09419412250644509,0.754339317,-0.364692617,0.85538198,0.985282543,0.07665730522024904,-0.698268162,0.7624868437443416,-0.228514839,0.9295411926735861,-0.19360412577035943,-0.5155811271772499,0.867813584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Bangladesh,Ganges Brahmaputra Meghna,0.3432379376489384,-0.4565223105896258,-0.35283363473098517,-0.6547441916508595,0.06497918736554668,-0.829404174944041,-0.7622306965906047,0.21141618006988308,0.32562703448507563,-0.2081798229597433,1.297368974130048,0.5818459664998663,-0.2522135,0.6758383413699964,-0.46414456617197203,0.49518234876546036,0.01885361079237877,-0.483079251,0.566970983,-0.502548808,1.040889495,-0.117624223,-0.392450565,-0.05706130496611193,0.665980319,-0.399861176,0.777101431,0.897406254,0.04141789241132476,-0.670334763,0.783819368450728,-0.118021576,1.0029208183548926,-0.19360412577035943,-0.43822771300688346,0.802010134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Bangladesh,Ganges Brahmaputra Meghna,0.3432379376489384,-0.4565223105896258,-0.35283363473098517,-0.6547441916508595,0.06497918736554668,-0.829404174944041,-0.7622306965906047,0.21141618006988308,0.32562703448507563,-0.2081798229597433,1.297368974130048,0.5818459664998663,-0.2522135,0.6758383413699964,-0.46414456617197203,0.49518234876546036,0.01885361079237877,-0.483079251,0.566970983,-0.502548808,1.040889495,-0.117624223,-0.392450565,-0.05706130496611193,0.665980319,-0.399861176,0.777101431,0.897406254,0.04141789241132476,-0.670334763,0.783819368450728,-0.118021576,1.0029208183548926,-0.19360412577035943,-0.43822771300688346,0.802010134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Bangladesh,Ganges Brahmaputra Meghna,0.3432379376489384,-0.4565223105896258,-0.35283363473098517,-0.6547441916508595,0.06497918736554668,-0.829404174944041,-0.7622306965906047,0.21141618006988308,0.32562703448507563,-0.2081798229597433,1.297368974130048,0.5818459664998663,-0.2522135,0.6758383413699964,-0.46414456617197203,0.49518234876546036,0.01885361079237877,-0.483079251,0.566970983,-0.502548808,1.040889495,-0.117624223,-0.392450565,-0.05706130496611193,0.665980319,-0.399861176,0.777101431,0.897406254,0.04141789241132476,-0.670334763,0.783819368450728,-0.118021576,1.0029208183548926,-0.19360412577035943,-0.43822771300688346,0.802010134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Bangladesh,Ganges Brahmaputra Meghna,0.3432379376489384,-0.4565223105896258,-0.35283363473098517,-0.6547441916508595,0.06497918736554668,-0.829404174944041,-0.7622306965906047,0.21141618006988308,0.32562703448507563,-0.2081798229597433,1.297368974130048,0.5818459664998663,-0.2522135,0.6758383413699964,-0.46414456617197203,0.49518234876546036,0.01885361079237877,-0.483079251,0.566970983,-0.502548808,1.040889495,-0.117624223,-0.392450565,-0.05706130496611193,0.665980319,-0.399861176,0.777101431,0.897406254,0.04141789241132476,-0.670334763,0.783819368450728,-0.118021576,1.0029208183548926,-0.19360412577035943,-0.43822771300688346,0.802010134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Bangladesh,Ganges Brahmaputra Meghna,0.3432379376489384,-0.4565223105896258,-0.35283363473098517,-0.6547441916508595,0.06497918736554668,-0.829404174944041,-0.7622306965906047,0.21141618006988308,0.32562703448507563,-0.2081798229597433,1.297368974130048,0.5818459664998663,-0.2522135,0.6758383413699964,-0.46414456617197203,0.49518234876546036,0.01885361079237877,-0.483079251,0.566970983,-0.502548808,1.040889495,-0.117624223,-0.392450565,-0.05706130496611193,0.665980319,-0.399861176,0.777101431,0.897406254,0.04141789241132476,-0.670334763,0.783819368450728,-0.118021576,1.0029208183548926,-0.19360412577035943,-0.43822771300688346,0.802010134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Bangladesh,Ganges Brahmaputra Meghna,0.3432379376489384,-0.4565223105896258,-0.35283363473098517,-0.6547441916508595,0.06497918736554668,-0.829404174944041,-0.7622306965906047,0.21141618006988308,0.32562703448507563,-0.2081798229597433,1.297368974130048,0.5818459664998663,-0.2522135,0.6758383413699964,-0.46414456617197203,0.49518234876546036,0.01885361079237877,-0.483079251,0.566970983,-0.502548808,1.040889495,-0.117624223,-0.392450565,-0.05706130496611193,0.665980319,-0.399861176,0.777101431,0.897406254,0.04141789241132476,-0.670334763,0.783819368450728,-0.118021576,1.0029208183548926,-0.19360412577035943,-0.43822771300688346,0.802010134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Bangladesh,Ganges Brahmaputra Meghna,0.3432379376489384,-0.4565223105896258,-0.35283363473098517,-0.6547441916508595,0.06497918736554668,-0.829404174944041,-0.7622306965906047,0.21141618006988308,0.32562703448507563,-0.2081798229597433,1.297368974130048,0.5818459664998663,-0.2522135,0.6758383413699964,-0.46414456617197203,0.49518234876546036,0.01885361079237877,-0.483079251,0.566970983,-0.502548808,1.040889495,-0.117624223,-0.392450565,-0.05706130496611193,0.665980319,-0.399861176,0.777101431,0.897406254,0.04141789241132476,-0.670334763,0.783819368450728,-0.118021576,1.0029208183548926,-0.19360412577035943,-0.43822771300688346,0.802010134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Bangladesh,Ganges Brahmaputra Meghna,0.34208466471142357,-0.4565223105896258,-0.35283363473098517,-0.6791307065687648,0.080458768703259,-0.8173096555910645,-0.9051781480285919,0.2239740525745895,-0.10813677445654757,-0.20468858537751103,1.3001689066273026,0.5860536137527295,-0.447391807,0.6751812394219039,-0.44915234243408897,0.49916606487954973,0.01885361079237877,-0.50366647,0.52601791,-0.336625392,0.306651149,-0.022510669,-0.447288029,-0.03437267697152385,0.670829366,-1.049872879,0.77395269,0.891197021,0.009886120106751344,-0.636304144,0.8050363858941766,-0.449172486,0.837591621731376,-0.19360412577035943,-0.3676283176740825,0.680327069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Bangladesh,Ganges Brahmaputra Meghna,0.34208466471142357,-0.4565223105896258,-0.35283363473098517,-0.6791307065687648,0.080458768703259,-0.8173096555910645,-0.9051781480285919,0.2239740525745895,-0.10813677445654757,-0.20468858537751103,1.3001689066273026,0.5860536137527295,-0.447391807,0.6751812394219039,-0.44915234243408897,0.49916606487954973,0.01885361079237877,-0.50366647,0.52601791,-0.336625392,0.306651149,-0.022510669,-0.447288029,-0.03437267697152385,0.670829366,-1.049872879,0.77395269,0.891197021,0.009886120106751344,-0.636304144,0.8050363858941766,-0.449172486,0.837591621731376,-0.19360412577035943,-0.3676283176740825,0.680327069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Bangladesh,Ganges Brahmaputra Meghna,0.34208466471142357,-0.4565223105896258,-0.35283363473098517,-0.6791307065687648,0.080458768703259,-0.8173096555910645,-0.9051781480285919,0.2239740525745895,-0.10813677445654757,-0.20468858537751103,1.3001689066273026,0.5860536137527295,-0.447391807,0.6751812394219039,-0.44915234243408897,0.49916606487954973,0.01885361079237877,-0.50366647,0.52601791,-0.336625392,0.306651149,-0.022510669,-0.447288029,-0.03437267697152385,0.670829366,-1.049872879,0.77395269,0.891197021,0.009886120106751344,-0.636304144,0.8050363858941766,-0.449172486,0.837591621731376,-0.19360412577035943,-0.3676283176740825,0.680327069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Bangladesh,Ganges Brahmaputra Meghna,0.34208466471142357,-0.4565223105896258,-0.35283363473098517,-0.6791307065687648,0.080458768703259,-0.8173096555910645,-0.9051781480285919,0.2239740525745895,-0.10813677445654757,-0.20468858537751103,1.3001689066273026,0.5860536137527295,-0.447391807,0.6751812394219039,-0.44915234243408897,0.49916606487954973,0.01885361079237877,-0.50366647,0.52601791,-0.336625392,0.306651149,-0.022510669,-0.447288029,-0.03437267697152385,0.670829366,-1.049872879,0.77395269,0.891197021,0.009886120106751344,-0.636304144,0.8050363858941766,-0.449172486,0.837591621731376,-0.19360412577035943,-0.3676283176740825,0.680327069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Bangladesh,Ganges Brahmaputra Meghna,0.34208466471142357,-0.4565223105896258,-0.35283363473098517,-0.6791307065687648,0.080458768703259,-0.8173096555910645,-0.9051781480285919,0.2239740525745895,-0.10813677445654757,-0.20468858537751103,1.3001689066273026,0.5860536137527295,-0.447391807,0.6751812394219039,-0.44915234243408897,0.49916606487954973,0.01885361079237877,-0.50366647,0.52601791,-0.336625392,0.306651149,-0.022510669,-0.447288029,-0.03437267697152385,0.670829366,-1.049872879,0.77395269,0.891197021,0.009886120106751344,-0.636304144,0.8050363858941766,-0.449172486,0.837591621731376,-0.19360412577035943,-0.3676283176740825,0.680327069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Bangladesh,Ganges Brahmaputra Meghna,0.34208466471142357,-0.4565223105896258,-0.35283363473098517,-0.6791307065687648,0.080458768703259,-0.8173096555910645,-0.9051781480285919,0.2239740525745895,-0.10813677445654757,-0.20468858537751103,1.3001689066273026,0.5860536137527295,-0.447391807,0.6751812394219039,-0.44915234243408897,0.49916606487954973,0.01885361079237877,-0.50366647,0.52601791,-0.336625392,0.306651149,-0.022510669,-0.447288029,-0.03437267697152385,0.670829366,-1.049872879,0.77395269,0.891197021,0.009886120106751344,-0.636304144,0.8050363858941766,-0.449172486,0.837591621731376,-0.19360412577035943,-0.3676283176740825,0.680327069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Bangladesh,Ganges Brahmaputra Meghna,0.34208466471142357,-0.4565223105896258,-0.35283363473098517,-0.6791307065687648,0.080458768703259,-0.8173096555910645,-0.9051781480285919,0.2239740525745895,-0.10813677445654757,-0.20468858537751103,1.3001689066273026,0.5860536137527295,-0.447391807,0.6751812394219039,-0.44915234243408897,0.49916606487954973,0.01885361079237877,-0.50366647,0.52601791,-0.336625392,0.306651149,-0.022510669,-0.447288029,-0.03437267697152385,0.670829366,-1.049872879,0.77395269,0.891197021,0.009886120106751344,-0.636304144,0.8050363858941766,-0.449172486,0.837591621731376,-0.19360412577035943,-0.3676283176740825,0.680327069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Bangladesh,Ganges Brahmaputra Meghna,0.34208466471142357,-0.4565223105896258,-0.35283363473098517,-0.6791307065687648,0.080458768703259,-0.8173096555910645,-0.9051781480285919,0.2239740525745895,-0.10813677445654757,-0.20468858537751103,1.3001689066273026,0.5860536137527295,-0.447391807,0.6751812394219039,-0.44915234243408897,0.49916606487954973,0.01885361079237877,-0.50366647,0.52601791,-0.336625392,0.306651149,-0.022510669,-0.447288029,-0.03437267697152385,0.670829366,-1.049872879,0.77395269,0.891197021,0.009886120106751344,-0.636304144,0.8050363858941766,-0.449172486,0.837591621731376,-0.19360412577035943,-0.3676283176740825,0.680327069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Bangladesh,Ganges Brahmaputra Meghna,0.3776840437106749,-0.4565223105896258,-0.35283363473098517,-0.6739921932195939,0.07363199227402009,-0.8004050553850777,-0.7519222091486142,0.27468314710553454,0.02554233721860557,-0.1695790212485671,1.3028943290326445,0.5901609259068269,-0.398683372,0.6743870531195072,-0.4661424649760974,0.4473459897294277,0.01885361079237877,-0.527496034,0.482220779,-0.154930005,0.656766999,-0.008121465,-0.431971247,0.03685354398323765,0.660161396,-1.031682303,0.762226997,0.880357269,-0.0250923763744549,-0.966381608,0.8261385031167534,-0.343724548,0.8702228911108049,-0.19360412577035943,-0.29495249283137065,0.675359016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
