Year,Country,Basin,"Agriculture, forestry, and fishing, value added (current US$)",Annual freshwater withdrawals (industry),Armed forces personnel (total),Electricity production from hydroelectric sources (% of total),Energy imports net percent of energy use,Energy use per capita kg oil equivalent,Food exports,GDP,Inflation,Military expenditure (current USD),Population density people per sq km land area,Population(total),Regulatory quality,Rural population,Rural population growth (annual %),Urban population growth (annual %),Annual freshwater withdrawals (agriculture),Employment in Services (% of total employment),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Food imports,GDP per capital index,Government effectiveness,Individuals using the Internet (% of population),Max temp,Mean SPEI,Mean temp,Min temp,Mortality rate infant (per 1000 live births),Political stability and absence of violence terrorism,Population in largest city,Rule of law estimate,Sum rain,Sum snow,Unemployment,voice and accountability,Conflict,is_missing__Population(total),is_missing__Population in largest city,is_missing__Rural population,is_missing__Rural population growth (annual %),is_missing__Urban population growth (annual %),is_missing__Employment in Services (% of total employment),is_missing__Employment in industry (% of total employment),is_missing__Employment in agriculture (% of total employment),is_missing__Unemployment,"is_missing__Agriculture, forestry, and fishing, value added (current US$)",is_missing__GDP,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (industry),is_missing__Annual freshwater withdrawals (agriculture),is_missing__Individuals using the Internet (% of population),is_missing__Armed forces personnel (total),is_missing__Military expenditure (current USD),is_missing__Food imports,is_missing__Food exports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources (% of total),is_missing__Mortality rate infant (per 1000 live births),is_missing__Population density people per sq km land area,is_missing__Energy imports net percent of energy use,is_missing__voice and accountability,is_missing__Political stability and absence of violence terrorism,is_missing__Government effectiveness,is_missing__Regulatory quality,is_missing__Rule of law estimate,is_missing__Mean SPEI,is_missing__Mean temp,is_missing__Min temp,is_missing__Sum snow,is_missing__Sum rain,is_missing__Max temp
2018,North Korea,Amur,0.126865329,1.230288958,1.423962645,1.075731655,-0.125291686,-0.142602684,0.754832739,-0.010345963,2.047228659,-0.151320239,0.568266934,-0.142117633,-2.401098313,-0.134425347,-0.434866964,-1.317292281,-0.276592608,-0.295879112,0.653027257,-1.188617484,0.011337359,0.117633399,-1.6771005,1.447153923,-1.728226323,-1.031682303,-1.671532339,-1.513141718,-0.81883509,0.741487327,-0.590791123,-1.603059339,0.171406415,2.150975169,-0.809793179,-1.85391344,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,North Korea,Amur,0.123708272,1.230288958,1.423962645,0.918696697,-0.12435582,-0.097091116,0.758980852,-0.007169317,2.020364902,-0.130565445,0.572853085,-0.141315237,-2.447636476,-0.134653877,-0.468782424,-1.322455221,-0.276592608,-0.258101795,0.62588794,-1.199195677,0.037890343,0.065700002,-1.412594828,1.462268307,-1.602368537,-1.031682303,-1.592274459,-1.436315668,-0.835108072,0.812882221,-0.587684176,-1.63241972,-0.142211299,1.912266077,-0.804521839,-1.847385376,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,North Korea,Amur,0.12669684,1.230288958,1.423962645,1.133573902,-0.124095357,-0.123568913,0.777023518,0.001777584,1.800142971,-0.130388861,0.577103087,-0.140571448,-2.381429972,-0.134955096,-0.501884903,-1.332081003,-0.276592608,-0.27680794,0.626433927,-1.156915881,0.059069441,0.138585214,-1.498541575,1.460178212,-1.633832953,-0.323460525,-1.576422841,-1.374854903,-0.841617233,0.691078638,-0.584526172,-1.545698401,0.098683479,1.716301386,-0.769520146,-1.775224245,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,North Korea,Amur,0.125263482,1.230288958,1.4255141,1.428902276,-0.131390299,-0.201084546,0.731883075,0.001344852,1.825501298,-0.145369714,0.581247244,-0.139846351,-2.3434903,-0.135312694,-0.527746258,-1.325073808,-0.276592608,-0.271103086,0.619878087,-1.151451859,0.085150021,0.086240665,-1.644389252,1.470200033,-1.602368537,0.207705867,-1.592274459,-1.436315668,-0.841617233,0.560263912,-0.581302793,-1.591052756,0.06607675,1.870837273,-0.75855576,-1.644819557,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,North Korea,Amur,0.130294311,1.214036339,1.413966792,1.421264687,-0.135140686,-0.185836952,0.731892642,-0.021990598,1.897402087,-0.163760162,0.58539529,-0.139120529,-2.412339088,-0.135713375,-0.547886156,-1.312497025,-0.270621676,-0.239712351,0.595298412,-1.154413768,0.058660034,0.125552124,-1.457702223,1.47259127,-1.728226323,0.738872297,-1.687383951,-1.513141718,-0.835108072,0.621907552,-0.578004448,-1.634900024,0.301833472,2.237778181,-0.799672207,-1.591826045,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,North Korea,Amur,0.146890516,1.25383329,1.305311077,0.417079301,-0.337489235,0.001683496,-0.006496228,-0.017867895,1.942998171,-0.151793931,0.431261704,-0.138446922,-2.403175186,-0.13618639,-0.58155102,-1.318796796,-0.295054966,-0.214325431,0.575215608,-1.156223936,0.010417399,-0.00935854,-1.488999928,1.448483076,-1.586636279,1.447094112,-1.528868197,-1.35948965,-0.828598847,0.707676286,-0.57462614,-1.602959258,0.06548386,1.934624743,-0.794190014,-1.528986858,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1983,Afghanistan,Aral Sea,-0.052814046,0.928667638,-0.476049652,0.012982641,-1.124283385,1.640777153,0.528962951,-0.05249263,1.157869406,-0.224647669,-0.461744373,-0.255268596,-0.419776342,-0.144394311,-1.053192352,0.067464902,0.045867548,-0.249172337,0.17488094,-0.073855434,-0.048040968,0.12730978,-0.248280304,-0.73853611,0.008319469,-0.019452284,-0.039237471,-0.125926496,5.049202401,1.221314238,-0.848821814,-0.634494264,-0.813302747,-0.23969068,0.289297317,-0.31007081,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1984,Afghanistan,Aral Sea,-0.040780841,0.4383351,-0.472340027,-0.167731978,-5.574649755,3.58269012,-0.596202662,0.103700871,0.168129741,0.998858596,-0.459579835,-0.253216665,0.0591458,-0.142679363,0.474608865,2.254673745,0.427166356,0.144528165,-0.1957747,-0.002534354,0.111042633,-0.388698339,-0.16960129,-0.73853611,-0.959206759,-0.147679615,-0.956338211,-0.988014936,5.459281883,1.313072433,-0.841400234,-0.730604885,-0.565505796,1.110659488,-0.125422567,-0.309021109,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1985,Afghanistan,Aral Sea,-0.048567481,0.363196788,-0.50551868,0.725566644,-2.128945067,1.751837766,0.565730264,-0.034723936,0.561172507,-0.208050036,-0.457698344,-0.251433524,-0.124102082,-0.141339034,0.281097199,1.966995332,0.439376021,-0.266635642,0.18873785,-0.100839582,-0.206964812,0.032954207,-0.384037843,-0.73853611,-0.883235451,0.091722329,-0.887844611,-0.929558948,5.290042541,1.466627193,-0.83363881,-0.793338998,-0.664770223,1.073035873,-0.149357189,-0.423723004,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1986,Afghanistan,Aral Sea,-0.052856753,0.893471245,-0.496667845,0.133221367,-1.401004058,1.688910466,0.513090601,-0.051146915,0.972887586,-0.225122473,-0.457752236,-0.251484413,-0.097230121,-0.142222481,-0.791572921,0.443437317,0.016235632,-0.247943134,0.173084784,-0.087044598,-0.077298435,0.216213091,-0.269320981,-0.73853611,-0.939388128,-0.861424454,-0.950081241,-0.99156358,4.593558893,1.394803585,-0.825488782,-0.602317746,-0.592139001,1.059728848,-0.029500974,-0.38669394,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1987,Afghanistan,Aral Sea,-0.096081012,-0.594407954,-0.504753061,0.685184085,-0.86131282,1.11659186,0.300606768,-0.13514915,9.247004795,-0.302573449,-0.458008694,-0.251727519,-0.412446084,-0.143351301,-0.915244578,0.268459972,1.160943454,-0.194324281,0.151279601,0.032134589,-0.334505517,-0.479495641,-0.440353628,-0.73853611,-0.858329902,1.294679909,-0.870338548,-0.911299477,4.456865841,0.405330766,-0.817624028,-0.753794221,-0.431684134,0.946383045,0.403234366,-0.188441084,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1988,Afghanistan,Aral Sea,-0.116307988,-0.589076625,-0.497676516,1.839687262,-1.424854534,-0.254523182,0.925593763,-0.136674842,0.939018655,-0.265393712,-0.456931489,-0.250706497,-0.008534747,-0.143028451,-0.208301021,1.278094878,1.159215951,-0.238446143,0.162297747,0.024385085,0.186412386,-0.58414585,-0.282486892,-0.73853611,-0.794910371,1.59133015,-0.809299975,-0.866328353,4.017495316,0.342097893,-0.809395522,-0.565438087,-0.546311076,0.874976817,-0.028961969,-0.125571418,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1989,Afghanistan,Aral Sea,-0.113752012,-0.583519766,-0.494663651,0.690950263,-4.738688113,-0.22076509,1.162821445,-0.144646877,0.239767305,-0.194862363,-0.454142377,-0.248062597,-0.096794652,-0.140076004,1.05317533,0.52866755,1.157415343,-0.231541942,0.149826463,0.0021786,0.432665165,-0.603303946,-0.390957551,-0.73853611,-1.024740369,-0.088200865,-1.034683272,-1.085893118,3.548833423,-1.214721712,-0.800822176,-0.975032826,-0.578691675,1.250815482,0.182561551,-0.167631259,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1990,Afghanistan,Aral Sea,-0.037070703,-0.577722376,-0.490593015,1.888776877,-1.499426968,-0.308897112,0.422877198,-0.104449418,1.07574178,-0.289160162,-0.452778163,-0.246769407,0.001100577,-0.138694543,0.284227793,-0.573668339,1.155537314,-0.327067936,0.309005239,-0.114910941,0.578583871,-0.664059766,-0.302125407,-0.73853611,-0.829328674,0.479077607,-0.838854051,-0.882329555,3.402376581,-1.153770337,-0.791852796,-0.758998418,-0.569986001,0.976595139,0.143632857,-0.087473687,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1991,Afghanistan,Aral Sea,-0.128134104,-0.571668799,-0.508232437,2.158829756,-1.936568343,-0.310989632,0.643074184,-0.152058878,0.155427763,-0.294440544,-0.451241923,-0.245313182,-0.408074534,-0.137127635,0.361267945,-0.464880337,1.153576025,-1.264876884,1.721352377,-1.986661763,0.636906013,-0.758975714,-0.567028591,-0.611414264,-0.967332481,1.577947359,-0.95174539,-0.972916995,3.259174336,-1.407526728,-0.782481844,-0.785723232,-0.365160438,1.15771055,0.310471866,-0.109953873,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1992,Afghanistan,Aral Sea,-0.034669511,-0.565341796,-0.508232437,2.097287513,-4.506676799,-0.311536663,0.49796205,-0.099393441,-0.100378741,-0.293088185,-0.44297207,-0.237474335,-0.364478426,-0.128184484,3.590976646,4.14114689,1.151526274,-1.2636688,1.715693751,-1.973235485,0.194984644,-1.156379652,-0.692482928,-0.673964669,-0.953657643,2.2403917,-0.954807304,-0.983240331,3.122481283,-1.206910614,-0.772677443,-1.00199225,-0.494988988,1.068744769,0.298031505,-0.226156502,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1993,Afghanistan,Aral Sea,-0.042279428,-0.558722158,-0.508232437,2.067561104,-4.504910965,-0.275469536,0.57896587,-0.103665101,0.07545276,-0.293075001,-0.429740011,-0.224931818,-0.429950924,-0.113829311,5.386984455,6.702020339,1.149381333,-1.262770796,1.712941942,-1.967429602,0.200485109,-1.200412976,-0.681992954,-0.669953711,-0.960990462,1.385384971,-0.965790324,-1.001241725,2.99555202,-1.204751848,-0.762462285,-1.011727833,-0.464658867,1.108483647,0.272096515,-0.249606968,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1994,Afghanistan,Aral Sea,-0.128254792,-0.551789094,-0.508232437,2.38853391,-0.303946136,-0.32053497,0.776382896,-0.153932245,0.304512768,-0.293399396,-0.419343047,-0.215076371,-0.460983676,-0.102609019,3.70451189,4.305002464,1.147135173,-1.263355409,1.714093975,-1.969374466,0.524700308,-1.116983521,-0.766474563,-0.631438798,-0.921154974,1.273862264,-0.925319849,-0.964206634,2.875131951,-1.459531762,-0.751775183,-0.898516147,-0.558956825,1.14203969,0.258180179,-0.241741074,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1995,Afghanistan,Aral Sea,0.015055368,-0.544519906,-0.04960748,1.959604654,-0.565459397,-0.296531725,1.120603653,-0.074331873,-0.015408155,-0.158611246,-0.412862646,-0.20893372,-0.737088436,-0.095692672,1.985020246,1.851009713,1.144779863,-1.246598325,1.689494046,-1.937974377,0.261764598,-1.108061276,-0.710150153,-0.628486936,-0.880526803,-0.101583581,-0.91580127,-0.980853028,2.761221074,-1.536312851,-0.740609652,-1.183632691,-0.620250986,0.955826879,0.257125911,-0.352064032,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1996,Afghanistan,Aral Sea,-0.059538018,-0.536889594,0.012808934,1.978151967,-1.850699901,-0.283543863,1.51253978,-0.116609602,-0.485489549,-0.262177241,-0.407317336,-0.203677273,-1.997450204,-0.089812954,1.547954103,1.226440844,1.14230747,-1.232706115,1.674292395,-1.926862755,0.133985937,1.618091935,-2.553341978,-0.596118307,-0.946456755,-0.27630236,-0.970383144,-1.014533032,2.660328583,-2.013855006,-0.728927603,-1.84002988,-0.56881595,1.062128497,0.26766859,-1.429999802,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,Afghanistan,Aral Sea,-0.107468664,-0.528870397,0.012808934,1.954425247,-1.893888863,-0.290742869,1.673356842,-0.146802135,0.110660269,-0.183247823,-0.401840475,-0.198485823,-0.821209206,-0.084023654,1.448432515,1.087437898,1.139709426,-1.217017963,1.657477465,-1.915324234,0.164115933,-1.171698555,-0.831181971,-0.631438798,-0.839370085,-0.15214052,-0.875796687,-0.954463968,2.565945285,-1.872679397,-0.71675605,-1.223686851,-0.535516746,0.824714378,0.266825176,-0.343691357,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1998,Afghanistan,Aral Sea,-0.081649933,-0.520432045,-0.026540545,2.08975636,-0.537872492,-0.318412236,1.659273598,-0.135339693,-0.871317774,-0.255078241,-0.396211911,-0.193150391,-1.959813455,-0.078080996,1.429401202,1.055085537,1.136975578,-1.198954422,1.638450827,-1.903001126,0.292683225,-0.887690717,-2.441104068,-0.570983609,-0.79576913,2.180912839,-0.801977991,-0.837358481,2.471561987,-2.027183231,-0.704022323,-1.753191827,-0.365714775,0.752192565,0.272518222,-1.61315974,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1999,Afghanistan,Aral Sea,-0.107250803,-0.513713594,-0.026540545,1.943736019,-0.611559575,-0.295585644,1.793165824,-0.146075079,-0.011087351,-0.221631557,-0.390425254,-0.187665067,-0.623353992,-0.071982676,1.410715835,1.031417096,1.136462823,-1.17793207,1.616139841,-1.888177923,0.326014298,-1.247407909,-0.78235436,-0.623474783,-0.847297636,0.352685315,-0.853497963,-0.896975869,2.377178689,-1.866860945,-0.690718454,-1.150857158,-0.48966316,0.873833612,0.275259319,-0.253188333,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2000,Afghanistan,Aral Sea,-0.164731172,-0.506996191,-0.026540545,2.353760252,-0.530350598,-0.339169747,1.927119795,-0.177551121,-0.13537241,-0.265602238,-0.388496763,-0.185837188,-1.983636639,-0.070091323,0.172269874,-0.732230511,1.135950067,-1.152994847,1.592256408,-1.878010878,0.431169902,-1.183471508,-2.551461925,-0.680376611,-0.807792415,-0.897855218,-0.847507289,-0.928978174,2.282795391,-2.042593663,-0.676799192,-1.827924196,-0.672383864,0.834412263,0.282006633,-1.602116308,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,Afghanistan,Aral Sea,-0.172660248,-0.501500778,-0.29423004,2.353760252,-0.369440498,-0.377650269,0.974477635,-0.179391936,2.699607997,-0.29420175,-0.387272455,-0.184676887,-1.102878841,-0.068966404,-0.048629358,-1.052556315,1.13038972,-1.121387704,1.55843827,-1.85493601,0.695016509,-0.758505325,-1.057236745,-0.738373642,-0.720854697,-1.72981416,-0.771558564,-0.866909018,2.1819029,-1.916588726,-0.662296686,-1.158730228,-0.756704022,0.778530467,0.285801998,-0.562977734,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2002,Afghanistan,Aral Sea,-0.197797956,-0.496015169,-0.406466544,2.353764337,-0.358420384,-0.380030511,1.23916929,-0.176759815,1.308901664,-0.288737538,-0.378575533,-0.176433104,-1.615322104,-0.059750932,2.159584872,2.100444796,1.124838892,-1.077784718,1.513136853,-1.826987421,0.414379541,0.675637281,-1.648539167,-0.738379156,-0.782820901,-0.09117479,-0.811496559,-0.875490346,2.077755812,-1.506636782,-0.647124353,-1.652925816,-0.520363319,0.838060069,0.280952365,-0.76449007,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,Afghanistan,Aral Sea,-0.192682288,-0.490539235,-0.392897758,1.963170979,-0.378413611,-0.381664489,1.024326304,-0.174951893,0.590709502,-0.291257126,-0.367802456,-0.166221198,-1.137720885,-0.048311152,2.598921611,2.726035741,1.119297964,-1.052721052,1.475052574,-1.776317308,0.338088659,0.45606653,-1.014125066,-0.735510922,-0.86889986,1.083530353,-0.889109278,-0.944076115,1.973608725,-1.723360847,-0.631272604,-1.464879394,-0.455856099,1.033534428,0.270409687,-0.40611565,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,Afghanistan,Aral Sea,-0.196001761,-0.485073032,-0.532656251,1.425519164,-0.348077093,-0.276142272,1.143965435,-0.173121134,0.847628309,-0.285447536,-0.361222118,-0.159983765,-1.204118875,-0.041574403,1.299923962,1.093489014,1.113766427,-1.016763905,1.420415638,-1.703623666,0.580793733,-1.275398942,-0.658934551,-0.734887963,-0.798675894,0.163096814,-0.807103347,-0.855166276,1.862952445,-1.85247523,-0.618319113,-1.686316528,-0.572624029,0.911001556,0.274415905,-0.441781811,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,Afghanistan,Aral Sea,-0.186979646,-0.479616503,-0.532656251,1.430029667,-0.307764797,-0.331262603,1.126313251,-0.170576784,0.43330328,-0.285663862,-0.354512164,-0.153623331,-1.384901154,-0.034876126,1.236264508,1.224077664,1.108245044,-0.993758597,1.3790226,-1.638621337,0.521728052,-1.220306105,-1.095826102,-0.696548388,-0.863945258,0.987620826,-0.88251957,-0.93375278,1.749041568,-1.549727585,-0.608713135,-1.63577071,-0.517225789,0.960454937,0.271463955,-0.333079768,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,Afghanistan,Aral Sea,-0.185394065,-0.479616503,-0.500091165,1.668551578,-0.318098845,-0.372552438,0.947426662,-0.168578321,-0.038301003,-0.284882305,-0.34640587,-0.145939199,-1.447991938,-0.026718557,1.517421185,1.623983232,1.108245044,-0.967091368,1.335288444,-1.575476971,0.270064699,0.233528067,-1.472908208,-0.665917938,-0.731887073,-0.167753677,-0.748327956,-0.807356208,1.631876094,-1.750908932,-0.598852408,-1.988484506,-0.482323361,0.903264313,0.277578708,-0.311879002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,Afghanistan,Aral Sea,-0.162956723,-0.479616503,-0.500091165,1.612110906,-0.344501678,-0.310233864,1.262124254,-0.161358905,0.11320685,-0.276882351,-0.342543592,-0.142278256,-1.474588444,-0.023160302,0.433430256,0.080502468,1.108245044,-0.935469331,1.297316182,-1.540504342,0.664157371,-1.535051681,-1.42125043,-0.673145371,-0.758708256,0.314024093,-0.783074008,-0.842068517,1.521219814,-2.00863257,-0.588743958,-1.945309885,-0.589437091,0.70572703,0.257125911,-0.23814486,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,Afghanistan,Aral Sea,-0.172957653,-0.479616503,-0.441745387,1.542538775,-0.355810106,-0.27337074,3.194763999,-0.160418984,1.530662827,-0.274982588,-0.337989463,-0.137961434,-1.335181614,-0.018887914,0.57704793,0.28421933,1.108245044,-0.894366389,1.23361097,-1.453815534,0.94718413,-1.481744988,-1.556297086,-0.675210322,-0.790946513,-0.955847012,-0.817420656,-0.882910231,1.410563533,-2.377477069,-0.578366848,-2.028162016,-0.647896599,0.967026926,0.26998798,-0.393972231,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,Afghanistan,Aral Sea,-0.146143265,-0.479616503,-0.222277063,1.933482277,-0.188033491,-0.331109198,3.140334419,-0.154420016,-1.124741722,-0.273954811,-0.330169773,-0.130549228,-1.413778082,-0.011164711,1.294226464,1.306164755,1.108245044,-0.841720675,1.127735785,-1.273022826,0.865466158,-1.083998744,-1.525428157,-0.616358679,-0.871938774,0.827771719,-0.870870984,-0.910396211,1.30316185,-2.404094111,-0.567758358,-1.983772713,-0.3626751,1.022966768,0.243842136,-0.683352133,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Afghanistan,Aral Sea,-0.133744664,-0.479616503,-0.153001627,1.996571751,-0.304475183,-0.320537961,2.063511442,-0.145472611,-0.406372375,-0.269758841,-0.323665958,-0.124384268,-1.210943827,-0.004888301,0.943092078,0.80418001,1.108245044,-0.761375939,0.993300982,-1.075108708,0.192850934,-1.007478728,-1.480091588,-0.600871368,-0.713125427,0.779445282,-0.740606679,-0.79509726,1.202269359,-2.228593722,-0.556868539,-1.973877947,-0.58575185,0.679358654,0.243631283,-0.723933988,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,Afghanistan,Aral Sea,-0.13203389,-0.479616503,-0.107478351,1.773936149,-0.274769758,-0.313772824,1.997138541,-0.140405896,0.362815785,-0.267251138,-0.315209123,-0.116367915,-1.238077782,0.003413673,1.313752788,1.335721147,1.108245044,-0.707525385,0.897320589,-0.925570065,0.242170217,-1.075320907,-1.473599732,-0.566455182,-0.78031059,-0.817558935,-0.79412355,-0.85877943,1.107886061,-2.126304829,-0.545705007,-2.059496747,-0.607261745,0.871119151,0.250167744,-0.627998124,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,Afghanistan,Aral Sea,-0.117014864,-0.479616503,-0.110463484,1.847986008,-0.334990719,-0.300045609,0.399596956,-0.134938671,-0.065740889,-0.275159363,-0.305569829,-0.107230934,-0.766910045,0.012912192,1.488040784,1.583262541,1.108245044,-0.640052055,0.77034219,-0.718909259,-1.183408875,-0.798496763,-1.321794936,-0.550967933,-0.953855759,0.493203808,-0.957137052,-0.998209233,1.020011956,-2.015516208,-0.534245018,-1.617693489,-0.41464288,1.119164545,0.265349201,-0.531982979,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,Afghanistan,Aral Sea,-0.123233945,-0.479616503,-0.120640074,1.892126245,-0.274994538,-0.313669694,0.120039916,-0.134316941,0.009739089,-0.277098677,-0.297120493,-0.099221816,-0.767609784,0.021096177,1.17724828,1.138877327,1.108245044,-0.618151625,0.624203207,-0.350360477,-0.705331424,-0.633387369,-1.361727452,-0.535480629,-0.785067021,0.605469925,-0.80484023,-0.86961892,0.935392447,-2.149244936,-0.522529336,-1.548897228,-0.484233612,0.927743811,0.280952365,-0.493755878,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,Afghanistan,Aral Sea,-0.124622827,-0.479616503,-0.15028787,2.025470888,-0.265108121,-0.302631555,0.183117494,-0.13340497,-0.206959662,-0.272470614,-0.287819258,-0.090405118,-0.673091626,0.030121681,1.281630197,1.286752412,1.108245044,-0.590866485,0.4659857,0.040262111,-0.417910374,-1.24338264,-1.300404046,-0.497622811,-0.866059172,-0.123144611,-0.893702243,-0.956722234,0.860536728,-2.005574075,-0.510502851,-1.267996971,-0.494778198,0.968708613,0.277789562,-0.347217254,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,Afghanistan,Aral Sea,-0.138715155,-0.479616503,-0.135904876,2.087706035,-0.168046836,-0.346450734,2.682353466,-0.136949234,-0.633337305,-0.278701527,-0.279556209,-0.082572662,-0.528747424,0.037996203,1.027767859,0.927383176,1.108245044,-0.476095676,0.43888943,-0.150920014,1.00191194,-0.932977395,-1.355462151,-0.454258418,-0.827016589,0.989107807,-0.820615701,-0.85877943,0.788935605,-2.206665462,-0.498174208,-1.396156928,-0.387803879,1.004388343,0.517530077,-0.322152036,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
